sana;sanaluokka;taso;aikaleima (dd.mm.yyyy HH:MM:SS)
assume;2;4;09-02-2022 16:31:40
attempt;1;4;27-09-2022 01:51:13
attempt;2;4;10-11-2022 07:39:52
back;2;4;18-05-2022 23:22:24
bacteria;1;4;18-05-2022 17:05:51
bar;2;4;13-02-2022 18:06:03
barrier;1;4;26-06-2022 02:03:06
basically;4;4;11-06-2022 01:13:43
battle;2;4;22-04-2022 12:03:16
bear (deal with);2;4;22-06-2022 22:11:58
beat;1;4;14-03-2022 05:10:38
beg;2;4;15-04-2022 11:53:54
being;1;4;12-04-2022 17:48:16
bent;3;4;14-02-2022 04:55:57
bet;2;4;21-01-2022 03:30:54
bet;1;4;27-07-2022 06:50:28
beyond;5;4;15-04-2022 20:34:05
beyond;4;4;07-04-2022 22:46:29
bill;2;4;20-11-2022 17:43:09
bitter;3;4;12-09-2022 08:50:57
blame;2;4;22-11-2022 10:59:39
blame;1;4;14-01-2022 12:02:05
blind;3;4;25-10-2022 21:21:25
bond;1;4;04-04-2022 06:57:04
border;2;4;23-07-2022 20:47:45
breast;1;4;07-10-2022 17:17:03
brief;3;4;17-05-2022 17:12:53
broad;3;4;18-07-2022 00:28:31
broadcast;2;4;27-05-2022 20:27:42
broadcast;1;4;24-05-2022 17:56:45
budget;1;4;30-10-2022 04:10:26
bullet;1;4;01-03-2022 04:25:32
bunch;1;4;17-07-2022 12:12:02
burn;1;4;26-02-2022 04:27:02
bush;1;4;09-11-2022 07:47:50
but;5;4;02-08-2022 08:50:03
cable;1;4;09-05-2022 19:02:02
calculate;2;4;19-10-2022 04:08:32
cancel;2;4;12-03-2022 01:35:51
cancer;1;4;23-04-2022 23:18:00
capable;3;4;18-04-2022 23:55:48
capacity;1;4;17-12-2022 12:37:52
capture;2;4;21-07-2022 01:44:26
capture;1;4;23-09-2022 16:54:47
cast;1;4;25-05-2022 04:51:49
cast;2;4;03-07-2022 11:35:24
catch;1;4;28-05-2022 03:17:58
cell;1;4;09-05-2022 13:52:34
chain;2;4;10-10-2022 14:56:22
chair;2;4;17-09-2022 23:07:36
chairman;1;4;08-10-2022 00:37:07
challenge;2;4;29-12-2022 00:11:44
characteristic;1;4;24-12-2022 00:51:37
characteristic;3;4;01-12-2022 21:05:22
chart;2;4;21-10-2022 08:22:06
chief;3;4;23-01-2022 14:35:28
chief;1;4;15-11-2022 16:55:24
circumstance;1;4;03-12-2022 13:31:10
cite;2;4;28-06-2022 17:40:08
citizen;1;4;15-11-2022 10:31:35
civil;3;4;25-12-2022 05:59:40
classic;3;4;15-07-2022 07:38:05
classic;1;4;19-07-2022 18:57:09
close;1;4;05-09-2022 16:47:07
closely;4;4;11-12-2022 11:34:53
collapse;2;4;18-11-2022 05:12:46
collapse;1;4;23-04-2022 20:08:01
combination;1;4;29-12-2022 14:42:25
comfort;1;4;07-10-2022 07:12:08
comfort;2;4;02-04-2022 19:14:54
command;1;4;17-12-2022 10:32:06
command;2;4;08-10-2022 16:17:42
commission;1;4;28-12-2022 16:22:40
commission;2;4;26-10-2022 21:59:26
commitment;1;4;24-04-2022 15:16:21
committee;1;4;22-06-2022 23:10:24
commonly;4;4;18-05-2022 17:39:58
complex;1;4;27-08-2022 06:24:46
complicated;3;4;27-12-2022 03:06:37
component;1;4;22-10-2022 16:13:43
concentration;1;4;23-05-2022 10:49:50
concept;1;4;21-03-2022 21:20:55
concern;1;4;22-01-2022 17:55:08
concern;2;4;03-10-2022 23:55:06
concerned;3;4;11-02-2022 01:29:50
conduct;2;4;21-01-2022 02:11:19
conduct;1;4;09-03-2022 05:52:38
confidence;1;4;08-10-2022 05:01:18
conflict;1;4;05-02-2022 19:21:44
conflict;2;4;15-04-2022 07:41:59
confusing;3;4;11-03-2022 05:38:16
conscious;3;4;13-11-2022 12:40:33
conservative;3;4;14-01-2022 13:21:02
conservative;1;4;10-03-2022 18:12:51
consideration;1;4;12-05-2022 13:14:27
consistent;3;4;18-07-2022 06:54:37
constant;3;4;21-10-2022 21:07:22
constantly;4;4;24-09-2022 09:44:47
construct;2;4;09-09-2022 01:40:38
construction;1;4;21-10-2022 23:11:02
contemporary;3;4;03-02-2022 00:14:45
contest;1;4;26-03-2022 20:57:24
contest;2;4;15-01-2022 15:44:23
contract;1;4;01-11-2022 03:48:43
contract;2;4;28-04-2022 20:28:49
contribute;2;4;09-03-2022 12:22:35
contribution;1;4;08-02-2022 07:28:46
convert;2;4;20-09-2022 12:14:41
convinced;3;4;11-01-2022 08:00:13
core;1;4;29-10-2022 07:05:50
core;3;4;29-05-2022 16:38:25
corporate;3;4;16-03-2022 05:10:18
council;1;4;11-05-2022 03:30:12
county;1;4;02-06-2022 18:12:21
courage;1;4;15-07-2022 12:38:11
crash;1;4;02-09-2022 09:45:55
crash;2;4;01-11-2022 14:18:24
creation;1;4;06-04-2022 02:39:39
creature;1;4;23-02-2022 00:08:55
credit;2;4;27-02-2022 01:29:51
crew;1;4;01-04-2022 11:33:25
crisis;1;4;24-01-2022 20:22:56
criterion;1;4;20-10-2022 00:44:39
critic;1;4;13-11-2022 00:21:43
critical;3;4;09-02-2022 12:16:56
criticism;1;4;17-12-2022 22:40:42
criticize;2;4;24-10-2022 00:39:52
crop;1;4;17-07-2022 11:35:05
crucial;3;4;22-08-2022 03:27:17
cry;1;4;27-09-2022 17:43:02
cure;2;4;01-12-2022 03:21:53
cure;1;4;02-11-2022 16:44:50
current;1;4;12-02-2022 01:51:08
curve;1;4;18-11-2022 01:39:40
curve;2;4;22-03-2022 08:10:40
curved;3;4;19-03-2022 01:12:46
date;2;4;09-07-2022 16:58:12
debate;1;4;18-05-2022 01:03:28
debate;2;4;26-09-2022 21:07:21
debt;1;4;09-07-2022 19:03:27
decent;3;4;15-08-2022 02:49:55
declare;2;4;20-08-2022 06:55:51
decline;2;4;30-07-2022 21:34:20
decline;1;4;10-08-2022 02:08:53
decoration;1;4;02-11-2022 08:12:18
decrease;2;4;01-06-2022 13:31:47
decrease;1;4;18-10-2022 01:08:48
deeply;4;4;08-05-2022 23:22:41
defeat;2;4;20-03-2022 14:07:31
defeat;1;4;05-10-2022 12:34:56
defence;1;4;11-07-2022 23:53:13
defend;2;4;12-02-2022 14:33:18
delay;2;4;04-08-2022 15:34:32
delay;1;4;12-01-2022 04:52:41
deliberate;3;4;31-10-2022 04:07:32
deliberately;4;4;27-03-2022 01:54:54
delight;2;4;01-02-2022 06:42:25
delight;1;4;25-04-2022 08:18:35
delighted;3;4;13-02-2022 03:11:02
delivery;1;4;30-01-2022 04:10:57
demand;1;4;02-06-2022 17:56:28
demand;2;4;14-03-2022 12:15:46
demonstrate;2;4;21-02-2022 16:30:25
deny;2;4;14-12-2022 18:24:16
depressed;3;4;06-12-2022 15:37:55
depressing;3;4;07-07-2022 17:24:41
depth;1;4;14-02-2022 08:39:25
desert;2;4;01-12-2022 04:59:49
deserve;2;4;04-06-2022 09:54:15
desire;1;4;19-09-2022 08:25:41
desire;2;4;17-12-2022 01:01:15
desperate;3;4;26-10-2022 06:36:48
detail;2;4;29-05-2022 09:16:52
detailed;3;4;01-09-2022 17:44:34
detect;2;4;24-03-2022 03:37:53
dig;2;4;26-06-2022 19:06:58
disc;1;4;12-03-2022 05:29:45
discipline;1;4;02-08-2022 18:09:30
discount;2;4;24-05-2022 00:35:12
dishonest;3;4;25-10-2022 11:49:19
dismiss;2;4;14-03-2022 00:56:49
display;2;4;10-11-2022 03:26:27
display;1;4;06-04-2022 19:58:20
distribute;2;4;02-03-2022 15:56:22
distribution;1;4;16-04-2022 17:33:06
district;1;4;24-01-2022 11:13:27
divide;1;4;20-05-2022 06:19:31
division;1;4;03-05-2022 09:18:10
document;2;4;11-02-2022 02:25:39
domestic;3;4;09-10-2022 17:38:38
dominate;2;4;30-04-2022 02:14:50
downwards;4;4;16-03-2022 02:48:19
dozen;1;4;24-07-2022 20:11:47
dozen;7;4;25-08-2022 19:34:18
draft;1;4;15-08-2022 19:35:09
draft;2;4;15-10-2022 02:17:31
drag;2;4;21-01-2022 16:11:01
dramatic;3;4;30-03-2022 23:00:53
edit;2;4;19-06-2022 05:08:00
edition;1;4;22-09-2022 07:07:26
efficient;3;4;03-03-2022 07:27:21
elderly;3;4;10-12-2022 21:01:43
elect;2;4;17-04-2022 09:01:36
elsewhere;4;4;19-05-2022 17:38:13
emerge;2;4;30-10-2022 21:27:02
emotional;3;4;28-07-2022 11:27:26
emphasis;1;4;12-04-2022 02:10:01
emphasize;2;4;24-05-2022 06:30:20
enable;2;4;24-06-2022 23:02:04
encounter;2;4;10-03-2022 19:28:16
encounter;1;4;25-11-2022 02:43:12
engage;2;4;27-08-2022 21:22:19
enhance;2;4;11-12-2022 19:16:36
enquiry;1;4;24-04-2022 09:33:23
ensure;2;4;07-05-2022 02:29:03
enthusiasm;1;4;10-12-2022 19:18:37
enthusiastic;3;4;21-04-2022 10:12:22
entire;3;4;06-02-2022 03:24:45
entirely;4;4;15-05-2022 21:49:42
equal;1;4;11-09-2022 18:00:41
establish;2;4;05-09-2022 13:00:43
estate;1;4;22-03-2022 17:22:54
estimate;2;4;06-05-2022 01:02:16
estimate;1;4;09-04-2022 08:33:36
ethical;3;4;29-08-2022 15:33:07
evaluate;2;4;30-08-2022 20:24:28
even;3;4;10-03-2022 21:47:00
evil;3;4;12-05-2022 01:30:26
evil;1;4;06-05-2022 22:48:02
examination;1;4;27-02-2022 14:04:39
excuse;1;4;22-02-2022 06:17:47
excuse;2;4;03-06-2022 13:40:45
executive;1;4;23-10-2022 19:02:26
executive;3;4;29-09-2022 16:00:59
existence;1;4;19-09-2022 08:49:13
expectation;1;4;22-09-2022 19:05:05
expense;1;4;09-10-2022 11:36:09
exploration;1;4;31-03-2022 05:52:29
expose;2;4;12-07-2022 02:31:45
extend;2;4;24-09-2022 08:35:27
extent;1;4;08-04-2022 05:33:27
external;3;4;22-01-2022 06:51:54
extraordinary;3;4;16-09-2022 04:22:48
extreme;1;4;09-04-2022 23:37:11
facility;1;4;20-08-2022 07:21:12
failure;1;4;23-09-2022 13:29:06
faith;1;4;29-01-2022 20:08:33
fault;1;4;16-03-2022 03:47:44
favour;2;4;31-05-2022 15:58:37
feather;1;4;26-07-2022 00:15:28
fee;1;4;26-06-2022 15:37:23
feed;1;4;14-11-2022 18:21:25
feedback;1;4;04-09-2022 22:45:13
feel;1;4;04-11-2022 18:26:33
fellow;3;4;11-07-2022 06:08:16
figure;2;4;12-05-2022 08:17:15
file;2;4;27-02-2022 14:44:56
finance;1;4;03-07-2022 04:03:46
finance;2;4;29-08-2022 08:20:50
finding;1;4;01-08-2022 04:10:12
firm;1;4;01-09-2022 12:05:31
fix;1;4;25-08-2022 02:58:09
flame;1;4;11-08-2022 06:27:38
flash;1;4;19-05-2022 01:53:11
flash;2;4;01-06-2022 16:52:31
flexible;3;4;12-01-2022 00:47:26
float;2;4;20-08-2022 01:02:28
fold;1;4;17-05-2022 12:02:47
folding;3;4;03-11-2022 15:26:06
following;5;4;27-10-2022 15:27:06
forgive;2;4;12-06-2022 08:20:11
former;3;4;14-08-2022 19:20:42
fortune;1;4;05-04-2022 22:25:33
forward;3;4;23-02-2022 20:30:41
found;2;4;13-07-2022 01:15:33
free;2;4;10-08-2022 20:36:41
freedom;1;4;08-09-2022 14:37:57
frequency;1;4;24-03-2022 20:52:39
fuel;2;4;21-03-2022 13:39:39
fully;4;4;17-01-2022 04:59:19
function;2;4;20-03-2022 17:57:17
fund;1;4;14-07-2022 03:34:54
fund;2;4;24-04-2022 23:32:20
fundamental;3;4;14-01-2022 00:26:09
funding;1;4;22-05-2022 01:02:21
furthermore;4;4;28-02-2022 06:03:32
gain;2;4;07-09-2022 07:06:27
gain;1;4;15-10-2022 00:57:55
gang;1;4;23-01-2022 00:53:01
generate;2;4;23-08-2022 09:41:38
genre;1;4;22-10-2022 12:19:16
govern;2;4;25-12-2022 13:11:18
grab;2;4;09-05-2022 01:45:24
grade;2;4;27-06-2022 00:22:29
gradually;4;4;18-05-2022 05:45:46
grand;3;4;23-10-2022 17:24:48
grant;2;4;28-06-2022 19:34:22
grant;1;4;19-12-2022 04:44:51
guarantee;2;4;03-10-2022 22:50:21
guarantee;1;4;24-09-2022 15:30:31
handle;2;4;25-08-2022 02:40:10
handle;1;4;01-06-2022 03:06:05
harm;1;4;13-11-2022 11:04:09
harm;2;4;31-07-2022 09:17:29
harmful;3;4;14-09-2022 06:55:02
hearing;1;4;31-05-2022 10:27:20
heaven;1;4;13-07-2022 11:21:19
heel;1;4;09-03-2022 01:41:25
hell;1;4;23-07-2022 07:57:17
hesitate;2;4;01-04-2022 20:16:52
high;1;4;27-09-2022 22:43:29
hire;1;4;19-06-2022 19:14:56
hold;1;4;20-03-2022 10:00:22
hollow;3;4;16-02-2022 20:36:32
holy;3;4;26-09-2022 13:53:27
honour;1;4;31-10-2022 08:41:27
honour;2;4;04-09-2022 10:27:35
host;2;4;02-04-2022 04:07:09
house;2;4;18-08-2022 03:12:33
household;1;4;02-04-2022 19:40:34
housing;1;4;03-11-2022 19:47:18
humorous;3;4;05-08-2022 18:04:44
humour;1;4;06-05-2022 13:41:28
hunt;1;4;30-08-2022 20:51:54
hunting;1;4;21-08-2022 01:47:47
hurt;1;4;11-06-2022 14:56:17
ideal;1;4;21-09-2022 04:13:11
illustrate;2;4;14-05-2022 04:43:09
illustration;1;4;19-04-2022 13:15:40
imagination;1;4;01-08-2022 15:29:55
impatient;3;4;17-04-2022 17:59:15
imply;2;4;28-07-2022 04:15:10
impose;2;4;17-04-2022 15:16:07
impress;2;4;08-04-2022 22:34:14
impressed;3;4;03-09-2022 15:25:09
inch;1;4;28-01-2022 00:01:29
incident;1;4;24-03-2022 15:04:28
income;1;4;08-01-2022 03:50:07
increasingly;4;4;08-12-2022 08:04:09
industrial;3;4;21-08-2022 06:48:55
infection;1;4;06-10-2022 01:49:29
inform;2;4;05-06-2022 22:31:26
initial;3;4;15-09-2022 10:02:05
initially;4;4;20-07-2022 02:19:42
initiative;1;4;05-01-2022 07:48:46
inner;3;4;25-09-2022 14:35:20
insight;1;4;13-07-2022 06:30:25
insist;2;4;27-12-2022 17:47:30
inspire;2;4;31-03-2022 00:44:24
install;2;4;27-04-2022 05:15:59
instance;1;4;11-01-2022 02:27:43
institute;1;4;03-08-2022 13:33:06
institution;1;4;03-06-2022 04:52:50
insurance;1;4;01-12-2022 14:17:15
intended;3;4;11-07-2022 16:02:15
intense;3;4;22-07-2022 03:23:33
internal;3;4;10-07-2022 13:34:29
interpret;2;4;24-10-2022 18:21:57
interrupt;2;4;26-09-2022 16:22:52
investigation;1;4;07-06-2022 10:38:32
investment;1;4;19-08-2022 13:28:02
issue;2;4;18-02-2022 20:32:30
joy;1;4;02-04-2022 04:13:59
judgement;1;4;02-10-2022 02:13:47
junior;3;4;04-12-2022 14:47:12
justice;1;4;28-02-2022 16:29:10
justify;2;4;25-02-2022 19:30:11
labour;1;4;02-04-2022 07:53:29
landscape;1;4;12-06-2022 18:59:50
largely;4;4;15-09-2022 06:54:09
latest;1;4;11-02-2022 14:57:12
launch;2;4;20-07-2022 12:03:43
launch;1;4;29-11-2022 02:24:32
leadership;1;4;01-08-2022 15:21:07
league;1;4;01-07-2022 13:18:40
lean;2;4;23-08-2022 15:15:23
leave;1;4;24-07-2022 10:34:48
level;2;4;28-10-2022 13:22:22
licence;1;4;09-10-2022 02:38:00
limited;3;4;19-09-2022 04:15:23
line;2;4;14-08-2022 13:03:29
lively;3;4;19-07-2022 10:42:05
load;1;4;08-07-2022 06:49:39
load;2;4;21-11-2022 02:38:16
loan;1;4;07-12-2022 06:28:00
logical;3;4;20-02-2022 03:48:41
term;3;4;16-05-2022 21:12:54
term;4;4;04-01-2022 02:36:07
loose;3;4;15-04-2022 07:03:44
lord;1;4;23-02-2022 20:05:13
low;1;4;01-11-2022 17:25:03
lower;2;4;02-09-2022 17:28:25
lung;1;4;22-08-2022 00:19:31
maintain;2;4;29-01-2022 22:00:19
majority;1;4;28-06-2022 21:07:01
make;1;4;14-10-2022 05:03:20
map;2;4;18-07-2022 15:26:56
mass;1;4;11-07-2022 06:13:14
mass;3;4;18-07-2022 00:42:15
massive;3;4;08-04-2022 16:46:17
master;1;4;30-12-2022 03:36:55
master;2;4;05-02-2022 20:09:56
matching;3;4;18-10-2022 02:28:00
material;3;4;14-08-2022 03:53:18
maximum;3;4;31-03-2022 14:13:20
maximum;1;4;28-01-2022 19:20:02
means;1;4;26-07-2022 20:57:42
measurement;1;4;08-11-2022 07:35:36
medium;1;4;16-08-2022 05:22:13
melt;2;4;03-07-2022 04:57:04
military;3;4;10-09-2022 23:14:46
military;1;4;27-04-2022 11:00:30
mineral;1;4;15-05-2022 14:48:55
minimum;3;4;25-12-2022 00:02:42
minimum;1;4;13-07-2022 02:44:42
minister;1;4;23-07-2022 19:32:58
minor;3;4;23-09-2022 01:34:43
minority;1;4;09-09-2022 14:31:04
mission;1;4;11-06-2022 06:35:19
mistake;2;4;20-03-2022 19:03:18
mixed;3;4;13-06-2022 18:56:43
model;2;4;18-02-2022 19:56:17
modify;2;4;31-10-2022 14:09:38
monitor;1;4;25-08-2022 16:19:19
monitor;2;4;28-05-2022 04:33:01
moral;3;4;17-05-2022 11:54:43
moral;1;4;11-06-2022 17:11:03
motor;1;4;30-01-2022 02:05:00
motor;3;4;12-12-2022 02:22:10
mount;2;4;20-10-2022 11:56:01
multiple;3;4;13-05-2022 08:03:04
multiply;2;4;15-06-2022 18:43:40
mysterious;3;4;30-10-2022 10:51:53
narrow;2;4;04-02-2022 08:33:05
national;1;4;08-12-2022 16:08:26
neat;3;4;09-06-2022 18:56:33
negative;1;4;04-12-2022 23:47:26
nerve;1;4;06-03-2022 08:32:52
nevertheless;4;4;31-07-2022 15:20:35
nightmare;1;4;23-10-2022 23:39:07
notion;1;4;05-09-2022 23:24:11
numerous;3;4;19-11-2022 21:54:37
obey;2;4;03-01-2022 20:35:37
object;2;4;28-11-2022 19:19:49
objective;1;4;01-10-2022 10:24:09
objective;3;4;20-06-2022 00:57:06
obligation;1;4;24-08-2022 06:56:09
observation;1;4;11-06-2022 19:21:07
observe;2;4;08-03-2022 18:56:24
obtain;2;4;22-10-2022 04:36:05
occasionally;4;4;04-05-2022 18:45:53
offence;1;4;04-08-2022 16:39:43
offend;2;4;10-02-2022 17:55:05
offensive;3;4;21-09-2022 09:46:34
official;1;4;19-12-2022 11:04:07
opening;1;4;03-10-2022 06:46:59
operate;2;4;23-07-2022 11:31:13
opponent;1;4;27-10-2022 12:31:36
oppose;2;4;27-11-2022 01:34:34
opposed;3;4;25-05-2022 16:13:14
opposition;1;4;28-01-2022 15:32:14
organ;1;4;28-10-2022 08:20:30
origin;1;4;10-04-2022 08:52:44
otherwise;4;4;07-02-2022 22:45:56
outcome;1;4;12-08-2022 01:18:36
outer;3;4;09-04-2022 18:56:28
outline;1;4;11-12-2022 22:26:05
outline;2;4;06-06-2022 18:11:11
overall;3;4;10-07-2022 12:48:14
overall;4;4;06-11-2022 22:58:37
owe;2;4;06-01-2022 05:53:02
pace;1;4;05-11-2022 12:52:28
pace;2;4;12-01-2022 19:40:59
package;2;4;27-12-2022 19:33:51
panel;1;4;02-10-2022 01:43:53
parliament;1;4;11-08-2022 10:38:52
participant;1;4;28-09-2022 23:05:56
partly;4;4;02-08-2022 22:06:58
passage;1;4;19-09-2022 15:50:24
patient;3;4;26-11-2022 16:42:22
pension;1;4;05-10-2022 23:03:50
permanent;3;4;25-05-2022 17:24:03
permit;2;4;04-06-2022 04:01:38
permit;1;4;16-08-2022 04:49:46
perspective;1;4;24-12-2022 00:49:06
phase;1;4;12-04-2022 15:01:17
phenomenon;1;4;25-07-2022 14:57:35
philosophy;1;4;22-01-2022 11:55:53
pick;1;4;04-09-2022 08:29:44
picture;2;4;18-12-2022 11:40:06
pile;1;4;13-11-2022 17:18:19
pile;2;4;29-04-2022 07:12:54
pitch;1;4;22-05-2022 06:51:05
plain;3;4;17-02-2022 16:39:59
plot;2;4;22-06-2022 08:48:57
plus;3;4;09-09-2022 05:15:22
plus;9;4;17-07-2022 12:34:53
plus;1;4;31-08-2022 08:50:41
pointed;3;4;06-07-2022 01:52:48
popularity;1;4;25-05-2022 08:12:00
pose;2;4;08-12-2022 10:34:21
position;2;4;16-10-2022 17:52:18
positive;1;4;08-06-2022 11:02:34
possess;2;4;26-04-2022 03:18:45
potential;3;4;07-05-2022 14:20:53
potential;1;4;29-11-2022 11:24:18
power;2;4;11-02-2022 21:26:13
praise;1;4;23-01-2022 03:50:12
praise;2;4;31-05-2022 03:36:10
pregnant;3;4;05-05-2022 18:44:02
preparation;1;4;13-05-2022 14:19:00
presence;1;4;30-01-2022 08:01:08
preserve;2;4;20-01-2022 00:01:03
price;2;4;29-01-2022 02:38:18
prime;3;4;20-08-2022 08:26:55
principle;1;4;08-01-2022 03:46:51
print;1;4;03-05-2022 12:40:07
priority;1;4;21-05-2022 09:38:14
privacy;1;4;18-05-2022 14:45:07
procedure;1;4;16-07-2022 21:39:53
process;2;4;28-05-2022 07:07:09
produce;2;4;03-08-2022 11:54:27
professional;1;4;28-10-2022 00:45:52
progress;2;4;20-01-2022 21:44:59
project;2;4;15-03-2022 15:32:57
proof;1;4;24-05-2022 09:57:21
proposal;1;4;19-05-2022 01:06:34
propose;2;4;31-07-2022 04:29:42
prospect;1;4;02-02-2022 07:12:39
protection;1;4;03-01-2022 00:09:06
psychologist;1;4;03-03-2022 01:22:20
psychology;1;4;28-04-2022 09:56:53
publication;1;4;22-04-2022 12:51:16
pupil;1;4;12-05-2022 05:59:42
purchase;1;4;10-04-2022 11:27:21
purchase;2;4;05-07-2022 17:36:38
pure;3;4;13-04-2022 17:22:24
pursue;2;4;01-11-2022 17:11:48
range;2;4;09-03-2022 05:40:13
rank;1;4;23-04-2022 19:44:10
rank;2;4;09-10-2022 07:27:35
rapid;3;4;14-12-2022 19:46:01
rapidly;4;4;11-11-2022 01:32:05
rate;2;4;18-02-2022 17:47:14
raw;3;4;24-12-2022 14:24:43
reach;1;4;11-06-2022 23:01:48
realistic;3;4;15-01-2022 15:15:15
reasonable;3;4;26-11-2022 03:07:03
recall;2;4;19-04-2022 13:16:42
recover;2;4;23-08-2022 10:40:37
reduction;1;4;04-08-2022 18:26:51
regard;2;4;25-01-2022 13:53:12
regard;1;4;14-04-2022 12:51:51
regional;3;4;03-09-2022 16:03:06
register;2;4;23-01-2022 20:27:15
register;1;4;27-11-2022 00:39:56
regret;2;4;12-12-2022 13:35:29
regret;1;4;04-04-2022 11:12:01
regulation;1;4;26-12-2022 07:47:38
relatively;4;4;16-06-2022 07:34:39
relevant;3;4;13-10-2022 01:11:39
relief;1;4;16-03-2022 00:37:06
rely;2;4;04-07-2022 01:25:59
remark;1;4;22-04-2022 05:21:18
remark;2;4;13-12-2022 12:06:43
representative;1;4;31-12-2022 05:57:18
representative;3;4;26-01-2022 14:29:44
reputation;1;4;17-04-2022 10:11:50
requirement;1;4;30-08-2022 05:59:58
rescue;2;4;10-11-2022 19:56:27
rescue;1;4;25-06-2022 10:14:38
reserve;1;4;02-07-2022 10:23:42
reserve;2;4;08-09-2022 15:20:00
resident;1;4;22-01-2022 09:20:44
resident;3;4;25-01-2022 01:05:02
resist;2;4;12-07-2022 11:20:24
resolve;2;4;18-09-2022 06:56:49
resort;1;4;11-07-2022 22:00:10
retain;2;4;23-03-2022 03:04:10
reveal;2;4;26-07-2022 03:50:04
revolution;1;4;23-01-2022 08:17:35
reward;1;4;17-06-2022 12:01:16
reward;2;4;15-07-2022 23:36:56
rhythm;1;4;14-02-2022 03:46:50
rid;2;4;26-01-2022 00:47:00
root;1;4;15-11-2022 22:36:08
round;1;4;21-08-2022 16:12:59
routine;3;4;16-07-2022 18:07:14
rub;2;4;27-04-2022 18:27:37
rubber;1;4;10-09-2022 18:40:24
rubber;3;4;03-02-2022 09:55:21
rural;3;4;18-01-2022 18:46:41
rush;2;4;14-02-2022 00:47:01
rush;1;4;14-07-2022 21:42:00
sample;2;4;05-07-2022 01:47:53
satellite;1;4;24-06-2022 13:12:37
satisfied;3;4;09-04-2022 09:47:50
satisfy;2;4;07-07-2022 09:02:31
saving;1;4;02-08-2022 09:35:01
scale;1;4;16-10-2022 21:35:16
schedule;2;4;23-12-2022 18:45:39
scheme;1;4;09-03-2022 16:31:47
scream;2;4;13-01-2022 15:20:58
scream;1;4;20-09-2022 01:44:41
screen;2;4;20-12-2022 03:28:35
seat;2;4;18-06-2022 17:58:39
sector;1;4;28-04-2022 05:15:20
secure;2;4;20-04-2022 15:43:42
secure;3;4;24-06-2022 11:50:21
seek;2;4;03-05-2022 00:31:11
select;2;4;20-07-2022 14:16:40
selection;1;4;08-12-2022 05:10:27
self;1;4;15-07-2022 05:23:40
senior;3;4;28-04-2022 08:45:56
sense;2;4;29-03-2022 14:35:38
sensitive;3;4;19-03-2022 04:35:57
sentence;2;4;06-10-2022 19:49:59
sequence;1;4;28-04-2022 05:29:12
session;1;4;26-11-2022 07:42:50
settle;2;4;17-05-2022 08:31:58
severe;3;4;04-06-2022 06:57:13
shade;1;4;19-04-2022 20:31:40
shadow;1;4;21-12-2022 18:50:56
shallow;3;4;29-11-2022 15:23:13
shame;1;4;11-09-2022 06:49:50
shape;2;4;22-03-2022 10:50:55
shelter;1;4;23-04-2022 00:24:02
shelter;2;4;22-11-2022 02:14:28
shift;2;4;12-03-2022 13:13:00
ship;2;4;15-11-2022 22:30:47
shock;1;4;17-02-2022 01:03:00
shock;2;4;21-09-2022 17:43:58
shocked;3;4;24-03-2022 15:37:35
shooting;1;4;25-04-2022 14:57:16
shot;1;4;19-01-2022 22:00:06
significant;3;4;21-09-2022 22:47:03
significantly;4;4;31-05-2022 22:38:39
silence;1;4;26-06-2022 03:06:47
silk;1;4;21-07-2022 17:19:10
sincere;3;4;01-11-2022 08:34:54
slave;1;4;28-05-2022 02:41:51
slide;2;4;14-04-2022 09:45:05
slide;1;4;29-03-2022 12:34:54
slight;3;4;26-09-2022 02:31:20
slip;2;4;24-10-2022 05:18:06
slope;1;4;04-01-2022 12:02:43
slope;2;4;07-11-2022 22:48:55
solar;3;4;09-09-2022 17:34:10
somewhat;4;4;21-05-2022 07:33:34
soul;1;4;27-08-2022 07:19:00
specialist;1;4;20-03-2022 15:30:24
specialist;3;4;12-09-2022 23:29:46
species;1;4;03-01-2022 14:41:31
speed;2;4;16-02-2022 05:15:06
spiritual;3;4;15-03-2022 13:12:56
split;2;4;24-11-2022 13:06:34
split;1;4;05-01-2022 00:18:28
sponsor;2;4;30-09-2022 03:38:24
sponsor;1;4;18-03-2022 06:27:57
spot;2;4;01-06-2022 12:36:15
spread;1;4;22-07-2022 23:25:04
stable;3;4;13-12-2022 22:52:06
stage;2;4;03-12-2022 22:09:29
stand;1;4;17-04-2022 22:29:40
stare;2;4;14-01-2022 01:26:09
status;1;4;29-09-2022 13:55:44
steady;3;4;02-11-2022 17:06:56
steel;1;4;18-10-2022 17:15:15
steep;3;4;15-01-2022 15:15:30
step;2;4;04-06-2022 10:39:50
sticky;3;4;14-03-2022 14:11:57
stiff;3;4;22-11-2022 16:30:59
stock;1;4;17-05-2022 04:21:32
stream;1;4;06-11-2022 13:14:19
stretch;2;4;06-12-2022 01:39:16
stretch;1;4;21-07-2022 11:39:02
strict;3;4;20-03-2022 16:51:56
strike;2;4;25-08-2022 09:10:51
strike;1;4;04-03-2022 11:35:09
structure;2;4;12-01-2022 12:57:04
struggle;2;4;27-10-2022 11:07:25
struggle;1;4;08-02-2022 04:57:09
stuff;2;4;22-04-2022 01:32:13
subject;3;4;30-12-2022 18:30:50
submit;2;4;24-08-2022 04:34:49
sum;1;4;12-10-2022 02:42:27
